DescriptionLabelTextbox,DescriptionTextbox,,,,,,,,,,,,,,,,,,,,,,,,,,
Description,This reports provides an asset manager summary view of a collection of computers.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Header_Table0_ComputerName,Header_Table0_DomainWorkgroup,Header_Table0_SMSSiteName,Header_Table0_TopConsoleUser,Header_Table0_OperatingSystem,Header_Table0_ServicePackLevel,Header_Table0_SerialNumber,Header_Table0_AssetTag,Header_Table0_Manufacturer,Header_Table0_Model,Header_Table0_MemoryKBytes,Header_Table0_ProcessorGHz,Header_Table0_DiskSpaceMB,Header_Table0_FreeDiskSpaceMB,Details_Table0_ComputerName,Details_Table0_DomainWorkgroup,Details_Table0_SMSSiteName,Details_Table0_TopConsoleUser,Details_Table0_OperatingSystem,Details_Table0_ServicePackLevel,Details_Table0_SerialNumber,Details_Table0_AssetTag,Details_Table0_Manufacturer,Details_Table0_Model,Details_Table0_MemoryKBytes,Details_Table0_ProcessorGHz,Details_Table0_DiskSpaceMB,Details_Table0_FreeDiskSpaceMB
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS103,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,MXL14222SS,MXL14222SS,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3300,113531,66029
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS104,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,MXL2021SL8,MXL2021SL8,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6176744,3100,113531,66618
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS105,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,MXL2391F8F,MXL2391F8F,Hewlett-Packard,HP Compaq Elite 8300 SFF,4065256,3200,113531,38810
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS106,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,MXL2520PL4,MXL2520PL4,Hewlett-Packard,HP Compaq Elite 8300 SFF,6159336,3200,113531,40162
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS107,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,MXL14222SW,MXL14222SW,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3300,113531,45738
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS109,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA3162062,2UA3162062,Hewlett-Packard,HP Compaq Elite 8300 SFF,8259676,3200,113531,60709
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS111,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL42715FT,MXL42715FT,Hewlett-Packard,HP t620 Quad Core TC,7792772,1500,113531,47080
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS113,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA3160TS0,2UA3160TS0,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256480,3200,227994,121573
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS114,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2391F8G,MXL2391F8G,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256480,3200,227994,159908
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS115,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2391F8C,MXL2391F8C,Hewlett-Packard,HP Compaq Elite 8300 SFF,8251888,3100,227994,164233
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS116,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2391F9J,MXL2391F9J,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256480,3200,227994,174610
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS117,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2520PJJ,MXL2520PJJ,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256480,3200,227994,166105
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS118,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2390PK0,MXL2390PK0,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256480,3200,227994,159420
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS120,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL3210N8D,MXL3210N8D,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256480,3200,227994,168729
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS121,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2391F8H,MXL2391F8H,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256480,3200,227994,178325
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS122,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2391F9K,MXL2391F9K,Hewlett-Packard,HP Compaq Elite 8300 SFF,8256488,3200,227994,160879
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS123,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2191QMW,MXL2191QMW,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,4076520,3100,113531,52413
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS124,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2210VS9,MXL2210VS9,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,4076520,3100,113531,48511
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS125,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA2050LSP,2UA2050LSP,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3100,113531,59919
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS126,NPI,Neenah Paper Inc. - SI Datacenter,npi\usnpmn126,Microsoft Windows 10 Enterprise LTSC,,2011N59,,Hewlett-Packard,HP Compaq 8200 Elite Small Form Factor,4076520,3100,113531,53425
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS127,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2191QPC,MXL2191QPC,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3100,113531,48880
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS128,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2191QP9,MXL2191QP9,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3100,113531,62404
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS129,NPI,Neenah Paper Inc. - SI Datacenter,npi\usnpmn129,Microsoft Windows 10 Enterprise LTSC,,MXL218189P,MXL218189P,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3100,113531,47717
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS130,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2191QLS,MXL2191QLS,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3100,113531,63412
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS133,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL218189N,MXL218189N,Hewlett-Packard,8200 Elite Small Form Factor,6173672,3100,113531,44768
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS134,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA5372171,2UA5372171,Hewlett-Packard,HP EliteDesk 800 G1 DM,8291292,2000,113531,52795
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS135,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2191QM8,MXL2191QM8,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,6173672,3100,113531,51480
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS136,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2191QNM,11WWCSGW6,Hewlett-Packard,,6173672,3100,113531,49345
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS137,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL3161LX8,MXL3161LX8,Hewlett-Packard,HP Compaq Elite 8300 SFF,6162524,3200,113531,76447
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS139,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL5190DHP,MXL5190DHP,Hewlett-Packard,HP EliteDesk 800 G1 DM,8287196,2000,113531,38767
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS141,NPI,Neenah Paper Inc. - SI Datacenter,npi\usnpmn141,Microsoft Windows 10 Enterprise LTSC,,MXL5190DHL,MXL5190DHL,Hewlett-Packard,HP EliteDesk 800 G1 DM,8287196,2000,113857,77157
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS143,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,5CG5220SF8,5CG5220SF8,Hewlett-Packard,HP EliteBook 840 G2,7769196,2300,121162,62817
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS144,NPI,Neenah Paper Inc. - SI Datacenter,npi\n13930s,Microsoft Windows 10 Enterprise LTSC,,MXL7430SMF,MXL7430SMF,HP,HP t630 Thin Client,3890032,2000,121162,94515
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPKS728,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 7 Enterprise,Service Pack 1,MXL2191QKX,MXL2191QKX,Hewlett-Packard,HP Compaq 8200 Elite SFF PC,4079572,3100,476937,270152
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPLN05,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,5CG6091MWB,5CG6091MWB,Hewlett-Packard,HP EliteBook 840 G2,7765100,2300,170763,126235
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPLN12,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,5CG5273LX7,5CG5273LX7,Hewlett-Packard,HP EliteBook 820 G2,7769196,2300,170763,126237
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPLN13,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,5CG5273LXF,5CG5273LXF,Hewlett-Packard,HP EliteBook 820 G2,7769196,2300,170763,114895
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPLN14,,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,CNU409CS60,CNU409CS60,Hewlett-Packard,HP EliteBook 820 G1,7791724,1600,170763,145647
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPLN15,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,5CG5391WRX,5CG5391WRX,Hewlett-Packard,HP EliteBook 820 G2,7769196,2300,243256,176153
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPTEMP-26,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG9022B9S,5CG9022B9S,HP,HP EliteBook 830 G5,16129240,1700,242425,168786
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNP-TESTKIOSK,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,None,No Asset Tag,"VMware, Inc.","VMware7,1",8387564,2400,45463,1428
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNP-TESTORACLE,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,None,No Asset Tag,"VMware, Inc.","VMware7,1",16776172,2400,59952,11763
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPTESTQI-01,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,None,No Asset Tag,"VMware, Inc.","VMware7,1",8387564,2400,60497,29751
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPTESTQI-02,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,None,No Asset Tag,"VMware, Inc.","VMware7,1",8387564,2400,60497,30179
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,MXL4521YLH,MXL4521YLH,Hewlett-Packard,HP EliteDesk 800 G1 DM,8291292,2000,170763,52232
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW106,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA6331M0F,2UA6331M0F,HP,HP EliteDesk 800 G2 DM 35W,7770716,2500,243256,157451
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW107,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA6032J2G,2UA6032J2G,HP,HP EliteDesk 800 G2 DM 35W,7770720,2500,243256,151971
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW108,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA7042H6C,2UA7042H6C,HP,HP EliteDesk 800 G2 DM 35W,7770720,2500,243256,158671
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW109,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA6032J1Y,2UA6032J1Y,HP,HP EliteDesk 800 G2 DM 35W,7770720,2500,243256,136316
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW111,NPI,Neenah Paper Inc. - SI Datacenter,npi\n16678,Microsoft Windows 10 Enterprise LTSC,,8CG80142KG,8CG80142KG,HP,HP EliteDesk 800 G3 DM 35W,7769304,2500,243256,87563
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW112,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,8CG716506H,8CG716506H,HP,HP EliteDesk 800 G3 DM 35W,7769304,2500,243256,152774
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW113,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA7042H67,2UA7042H67,HP,HP EliteDesk 800 G2 DM 35W,7770720,2500,243256,165135
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW114,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL2391F9S,MXL2391F9S,Hewlett-Packard,HP Compaq Elite 8300 SFF,4062176,3200,113531,34385
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW115,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL7430SMG,MXL7430SMG,HP,HP t630 Thin Client,7822192,2000,243256,187699
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW116,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,MXL5510ZXJ,MXL5510ZXJ,HP,HP EliteDesk 800 G2 DM 35W,7774808,2500,243581,157465
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW117,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,5CG5063TJ4,5CG5063TJ4,Hewlett-Packard,HP EliteBook 840 G1,7787608,2000,170763,83265
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW118,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,5CG4392RP9,5CG4392RP9,Hewlett-Packard,HP EliteBook 840 G1,7791704,1900,170763,90050
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW119,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise LTSC,,2UA5352297,2UA5352297,Hewlett-Packard,HP EliteDesk 800 G1 DM,8291292,2000,113531,54536
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW120,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG53928T0,5CG53928T0,Hewlett-Packard,HP EliteBook 840 G2,16157804,2300,121162,54717
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),USNPW124,NPI,Neenah Paper Inc. - SI Datacenter,npi\c01611,Microsoft Windows 10 Enterprise,,5CG5513F4C,5CG5513F4C,Hewlett-Packard,HP EliteBook 840 G2,7765100,2300,120663,64762
